,DATE DE CLASSEMENT,TYPOLOGIE ÉTABLISSEMENT,CLASSEMENT,CATÉGORIE,MENTION (villages de vacances),NOM COMMERCIAL,ADRESSE,CODE POSTAL,COMMUNE,SITE INTERNET,TYPE DE SÉJOUR,CAPACITÉ D'ACCUEIL (PERSONNES),NOMBRE DE CHAMBRES,NOMBRE D'EMPLACEMENTS,NOMBRE D'UNITES D'HABITATION (résidences de tourisme),NOMBRE DE LOGEMENTS (villages de vacances),classement prorogé
2906,09/11/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CAILLETIÈRE,route de boyardville,17550,0,0,0,372,0,124,0,0,non
2907,31/05/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CAMASSADE,523 route de Pie Lombard,06140,0,https://www.camassade.com/,0,126,0,42,0,0,non
2908,12/07/2021,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CAMPIÈRE,Chemin de l'Achnau,17190,0,0,0,264,0,66,0,0,non
2909,31/05/2022,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CANADIENNE,82 rue du Général de Gaulle,33740,ARÈS,https://www.lacanadienne.com/,0,303,0,101,0,0,non
2910,26/09/2022,CAMPING,2 étoiles,TOURISME,0,CAMPING LA CANOTTE,Route d'Agde au Grau,34300,AGDE,0,0,522,0,174,0,0,non
2911,22/07/2020,CAMPING,5 étoiles,TOURISME,0,CAMPING LA CAPRICIEUSE,2 rue Brummel,14530,0,http://www.campinglacapricieuse.com,0,891,0,181,0,0,non
2912,13/10/2022,CAMPING,4 étoiles,LOISIRS,0,CAMPING LA CARABASSE,Avenue de la Méditerranée,34450,VIAS,http://www.lacarabasse.fr/,0,2565,0,855,0,0,non
2913,02/03/2023,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CASCADE,route de l'Alpe d'Huez,38520,0,http://lacascadesarenne.com,0,351,0,117,0,0,non
2914,17/05/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CASCADE,Avenue Aristide Briand,89700,TONNERRE,0,0,200,0,64,0,0,non
2915,30/09/2019,CAMPING,2 étoiles,TOURISME,0,CAMPING LA CASCADE,L'Alleau,38520,VÉNOSC,0,0,180,0,45,0,0,non
2916,21/06/2021,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CASCADE,Salvinsac,48150,MEYRUEIS,0,0,216,0,54,0,0,non
2917,17/09/2021,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CASTILLONDERIE,0,24290,THONAC,0,0,216,0,68,0,0,non
2918,23/06/2021,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CHABOTIÈRE,Place des Tilleuls,72800,0,https://www.lachabotiere.com/,0,340,0,86,0,0,non
2919,03/10/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CHAGNÉE,0,79450,0,https://www.lachagneevacances.fr/,0,51,0,17,0,0,non
2920,19/07/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CHANTERELLE,Le Prat Barrat,43440,0,https://www.champagnac.com/,0,330,0,110,0,0,non
2921,25/05/2023,CAMPING,5 étoiles,TOURISME,0,CAMPING LA CHAPELLE,Avenue du Tech,66700,0,0,0,1506,0,502,0,0,non
2922,23/09/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CHAPELLE SAINT CLAUDE,125 Rue du Ponton,74290,TALLOIRES,http://www.lachapellesaintclaude.com,0,330,0,110,0,0,non
2923,17/07/2023,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CHAPOULIÈRE,La Chapoulière,07120,RUOMS,http://www.lachapouliere.com,0,492,0,164,0,0,non
2924,08/06/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CHARDERIE,"410 Route de Bayzan, quartier la charderie",07380,0,0,0,216,0,72,0,0,non
2925,24/07/2019,CAMPING,3 étoiles,LOISIRS,0,CAMPING LA CHAREYRASSE,Quartier Saint Pierre,07200,AUBENAS,0,0,198,0,66,0,0,non
2926,28/06/2023,CAMPING,1 étoile,TOURISME,0,CAMPING LA CHASSAGNE,La Chassagne,03420,RONNET,https://www.campinglachassagne.com/,0,120,0,40,0,0,non
2927,14/06/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CHATONNIÈRE,0,24630,0,https://www.chatonniere.com/,0,180,0,58,0,0,non
2928,05/06/2019,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CHAUDERIE,ROUTE DE BESSE,63680,0,0,0,320,0,80,0,0,non
2929,23/10/2023,CAMPING,2 étoiles,TOURISME,0,CAMPING LA CHAUMERETTE,La Chaumerette,36190,0,http://gargilesse.fr/,0,195,0,65,0,0,non
2930,06/06/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CHAUMIERE,529 laughemast straete,59285,BUYSSCHEURE,https://www.campinglachaumiere59.com,0,90,0,30,0,0,non
2931,22/07/2022,CAMPING,2 étoiles,TOURISME,0,CAMPING LA CHAUMIÈRE,62 Rue De Galfingue,68990,HEIMSBRUNN,0,0,156,0,52,0,0,non
2932,15/11/2023,CAMPING,3 étoiles,LOISIRS,0,CAMPING LA CHAUMIÈRE,0,50610,JULLOUVILLE,www.campinglachaumiere.fr,0,627,0,209,0,0,non
2933,16/10/2019,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CHAUP,Avenue Honoré Couttolenc,04400,ENCHASTRAYES,www.campinglachaup.fr,0,284,0,71,0,0,non
2934,15/07/2021,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CHESNAYS,8 route de Mayan,33930,0,0,0,260,0,65,0,0,non
2935,07/07/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CHIAPPA,Route de Pallombaggia,20137,0,http://www.chiappa.com/,0,810,0,270,0,0,non
2936,18/11/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CHICANETTE,7 rue de la chicanette,30800,0,https://www.campinglachicanette.fr/,0,267,0,89,0,0,non
2937,01/02/2022,CAMPING,2 étoiles,LOISIRS,0,CAMPING LA CHRYSALIDE,46 bis Route du Lac,33121,CARCANS,https://www.campinglachrysalide.fr/,0,150,0,27,0,0,non
2938,16/05/2023,CAMPING,2 étoiles,LOISIRS,0,CAMPING LA CHUTE D'EAU,38 rue de l'église,62270,0,https://www.campinglachutedeau.fr/,0,357,0,119,0,0,non
2939,21/10/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CHÂTAIGNERAIE,46 avenue du lavedan,65400,0,0,0,237,0,79,0,0,non
2940,13/06/2022,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CHÂTAIGNERAIE,50 route de Font Flacher,26140,ANNEYRON,https://www.chataigneraie.com/,0,213,0,71,0,0,non
2941,28/10/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CHÂTAIGNERAIE,Quartier Chambaud,07140,GRAVIÈRES,0,0,120,0,40,0,0,non
2942,06/10/2023,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CHÂTAIGNERAIE,La Garrigue Basse,24370,0,0,0,750,0,250,0,0,non
2943,22/10/2021,CAMPING,3 étoiles,LOISIRS,0,CAMPING LA CHÊNAIE,33 rue Notre Dame de Buze,17570,LES MATHES,0,0,260,0,39,0,0,non
2944,23/09/2022,CAMPING,2 étoiles,LOISIRS,0,CAMPING LA CHÊNAIE,306 route d'ambourville,76480,0,http://www.campingnaturistelachenaie.fr/,0,300,0,100,0,0,non
2945,12/10/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CHÊNAIE,Rue Henry Simon,76111,YPORT,0,0,312,0,104,0,0,non
2946,26/09/2023,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CHÊNAIE,36 Rue Du Patisseau,44210,PORNIC,http://www.campinglachenaie.com,0,1671,0,557,0,0,non
2947,18/10/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CIGALE DE L'ALLIER,9 route de Saint Alban,48300,LANGOGNE,https://www.lacigaledelallier.fr/,0,249,0,83,0,0,non
2948,10/08/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CIGALINE,1 rue de la paix,24700,0,0,0,330,0,110,0,0,non
2949,27/04/2021,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CITADELLE,Avenue Aristide Briand,37600,LOCHES,https://www.lacitadelle.com/fr/,0,700,0,156,0,0,non
2950,30/09/2021,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CITADELLE DE LOUSTIC,Chemin des Hautes Sentes,14880,0,0,0,6,0,225,0,0,non
2951,10/10/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CIVELLE,Rue des Biches,40130,CAPBRETON,www.campinglacivelle.fr,0,1389,0,463,0,0,non
2952,18/07/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CLAIRIERE,Le Peyronnet,46350,0,0,0,144,0,50,0,0,non
2953,21/06/2019,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CLAIRIÈRE,route de talucat,40200,0,0,0,624,0,156,0,0,non
2954,11/08/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CLAIRIÈRE,0,63970,AYDAT,0,0,135,0,45,0,0,non
2955,08/08/2019,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CLAIRIÈRE,Rue du Bois de la Pesse,17390,LA TREMBLADE,0,0,2480,0,310,0,0,non
2956,03/10/2022,CAMPING,3 étoiles,LOISIRS,0,CAMPING LA CLAPARÈDE,Route de Nant,12230,0,http://www.laclaparede.com,0,156,0,52,0,0,non
2957,02/10/2023,CAMPING,2 étoiles,TOURISME,0,CAMPING LA CLOCHETTE,Place de La Clochette,71250,0,0,0,180,0,60,0,0,non
2958,21/06/2019,CAMPING,1 étoile,TOURISME,0,CAMPING LA CLÈRE,47 allée de la Clère,85330,0,http://www.campinglaclere.com/,0,120,0,30,0,0,non
2959,10/07/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CLÉ DE SAÔNE,Route du Port d'arciat,71680,0,0,0,300,0,100,0,0,non
2960,22/07/2022,CAMPING,4 étoiles,LOISIRS,0,CAMPING LA CLÉ DES CHAMPS,1188 route de la fouasse,17570,LES MATHES,https://siblu.fr/,0,900,0,300,0,0,non
2961,11/07/2022,CAMPING,2 étoiles,TOURISME,0,CAMPING LA CLÉ DES CHAMPS,1392 chemin des Abayers,84400,APT,0,0,75,0,25,0,0,non
2962,04/05/2022,CAMPING,2 étoiles,TOURISME,0,CAMPING LA CLÉ DES CHAMPS,3 Bas Prézelle,17120,ARCES,https://campinglacledeschamps.fr/,0,182,0,47,0,0,non
2963,22/09/2022,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CLÉ DES CHAMPS,2 Rue Du Pont Romain,63710,0,https://www.campingcledeschamps.com/,0,258,0,86,0,0,non
2964,05/10/2023,CAMPING,2 étoiles,TOURISME,0,CAMPING LA CLÉ DES CHAMPS,route de pietramaggiore,20260,CALVI,0,0,105,0,35,0,0,non
2965,12/06/2023,CAMPING,2 étoiles,TOURISME,0,CAMPING LA CLÉ DES CHAMPS,La Papotière,85400,LUÇON,0,0,81,0,27,0,0,non
2966,10/05/2019,CAMPING,2 étoiles,LOISIRS,0,CAMPING LA CLÉ DES CHAMPS,49 rue des grands jardins,08600,RANCENNES,0,0,200,0,50,0,0,non
2967,16/09/2022,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CLÉMENTINE,1313 Route de la Baume,30480,CENDRAS,0,0,702,0,234,0,0,non
2968,15/06/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CLÉROCA,0,85580,GRUES,0,0,198,0,66,0,0,non
2969,23/08/2022,CAMPING,2 étoiles,TOURISME,0,CAMPING LA COCCINELLE,Le Bourg,63440,0,http://www.campingcoccinelle.com,0,28,0,50,0,0,non
2970,26/08/2021,CAMPING,3 étoiles,TOURISME,0,CAMPING LA COLOMBIÈRE,3 chemin de La Colombière,70140,PESMES,0,0,168,0,43,0,0,non
2971,17/08/2022,CAMPING,4 étoiles,TOURISME,0,CAMPING LA COLOMBIÈRE,166 chemin neuf,74160,NEYDENS,0,0,579,0,158,0,0,non
2972,21/07/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA COMBE,Mas de Reboul,30430,BARJAC,https://www.campinglacombe.com/,0,288,0,96,0,0,non
2973,05/05/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA COMBE D'OYANS,15 Chemin La combe d'Oyans,26300,0,www.lacombedoyans.com,0,150,0,47,0,0,non
2974,14/06/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA COMMANDERIE,6 chemin de l'Église,11800,RUSTIQUES,https://www.campinglacommanderie.com/,0,228,0,76,0,0,non
2975,25/04/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA COMTESSE,1188 route de Claquin,40300,BÉLUS,https://campinglacomtesse.com/,0,400,0,99,0,0,non
2976,07/11/2022,CAMPING,2 étoiles,TOURISME,0,CAMPING LA CONDAMINE,"le grand logis, la condamine",26620,0,0,0,90,0,30,0,0,non
2977,30/09/2022,CAMPING,3 étoiles,LOISIRS,0,CAMPING LA CONGE,10 Avenue de la Pège,85270,0,http://www.campinglaconge.com,0,402,0,134,0,0,non
2978,10/10/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA COQUILLE,route de Carmignan,30200,0,http://www.campinglacoquille.com,0,99,0,33,0,0,non
2979,20/06/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CORCONNE,route départementale 986,30570,0,http://www.lacorconne.com,0,129,0,43,0,0,non
2980,04/10/2021,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CORNICHE,60 chemin de la Corniche,29710,PLOZÉVET,https://www.campinglacorniche.com/,0,360,0,120,0,0,non
2981,01/07/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA COSCOLLEDA,27 rue de la Coscolleda,66690,SORÈDE,0,0,156,0,52,0,0,non
2982,12/10/2020,CAMPING,3 étoiles,TOURISME,0,CAMPING LA COSTE ROUGE,Route de Collioure,66700,0,https://www.lacosterouge.com/,0,555,0,185,0,0,non
2983,16/10/2023,CAMPING,3 étoiles,LOISIRS,0,CAMPING LA COULUMIÈRE,78 rue bouffard,17390,LA TREMBLADE,www.lacoulumiere.fr,0,786,0,262,0,0,non
2984,23/05/2022,CAMPING,4 étoiles,TOURISME,0,CAMPING LA COUTELIÈRE,2765 route de Fontaine de Vaucluse,84800,LAGNES,https://www.lacouteliere.com,0,309,0,103,0,0,non
2985,09/08/2021,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CROEZ VILLIEU,6 la Croez Villieu,56410,ERDEVEN,0,0,732,0,183,0,0,non
2986,09/11/2021,CAMPING,2 étoiles,TOURISME,0,CAMPING LA CROISÉE DES CHEMINS,Hamel es Telliers,50680,0,0,0,100,0,25,0,0,non
2987,20/05/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CROIX D'ARLES,9001 fort la Croix d'Arles,52200,BOURG,https://www.campinglacroixdarles.fr/,0,472,0,150,0,0,non
2988,07/06/2021,CAMPING,2 étoiles,LOISIRS,0,CAMPING LA CROIX DU BOIS SACKER,La Croix du Bois Sacker,57220,BURTONCOURT,https://www.campingcroixsacker.com/index.php?langue=fr,0,500,0,126,0,0,non
2989,19/10/2022,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CROIX DU SUD,Route de Saint Laurent,66420,LE BARCARÈS,http://www.lacroixdusud.fr/,0,582,0,194,0,0,non
2990,03/11/2022,CAMPING,4 étoiles,TOURISME,0,CAMPING LA CROIX DU SUD,Départementale 93,83350,RAMATUELLE,https://www.campingramatuelle.com/fr,0,318,0,106,0,0,non
2991,24/06/2019,CAMPING,5 étoiles,TOURISME,0,CAMPING LA CROIX DU VIEUX PONT,8 rue de la Fabrique,02290,0,0,0,2850,0,660,0,0,non
2992,23/06/2023,CAMPING,2 étoiles,TOURISME,0,CAMPING LA CRÉMADE,route de Perpignan,11140,AXAT,0,0,225,0,75,0,0,non
2993,17/05/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CRÉOLE,74 avenue des Campings,34340,MARSEILLAN,https://www.campinglacreole.com/fr/,0,472,0,110,0,0,non
2994,04/07/2019,CAMPING,2 étoiles,TOURISME,0,CAMPING LA CYPRÉA,5 Route de Gayac,33830,LUGOS,0,0,90,0,36,0,0,non
2995,05/05/2022,CAMPING,2 étoiles,TOURISME,0,CAMPING LA CÉLINETTE,30 impasse du Houx,83230,0,https://www.campinglacelinette.fr/,0,200,0,87,0,0,non
2996,05/06/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA CÔTE SAUVAGE,336 Rue de la forêt,17590,0,https://www.campinglacotesauvage.com/,0,885,0,295,0,0,non
2997,16/04/2019,CAMPING,2 étoiles,TOURISME,0,CAMPING LA DAROTTE,13 CHEMIN DE LA DAROTTE,85550,0,0,0,1064,0,266,0,0,non
2998,01/07/2022,CAMPING,1 étoile,TOURISME,0,CAMPING LA DAVIÈRE,38 route de la Rive,85690,0,0,0,225,0,75,0,0,non
2999,23/07/2021,CAMPING,4 étoiles,TOURISME,0,CAMPING LA DAVIÈRE PLAGE,0,85160,0,https://www.daviereplage.com,0,600,0,171,0,0,non
3000,10/07/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA DEVÈZE,chemin du fond de la Devèze,46320,LIVERNON,0,0,48,0,16,0,0,non
3001,12/02/2024,CAMPING,3 étoiles,TOURISME,0,CAMPING LA DEVÈZE,route de la Devèze,66210,FORMIGUÈRES,http://www.campingladeveze.com,0,351,0,117,0,0,non
3002,28/10/2021,CAMPING,4 étoiles,TOURISME,0,CAMPING LA DIGUE,Chemin des Digues,07120,CHAUZON,0,0,500,0,106,0,0,non
3003,10/10/2022,CAMPING,1 étoile,TOURISME,0,CAMPING LA DIÈGE,Moulin de l'Aymerie,12700,SONNAC,http://www.campingladiege.fr/,0,150,0,50,0,0,non
3004,03/12/2020,CAMPING,2 étoiles,TOURISME,0,CAMPING LA DONADIVE,Domaine de la Donadive,34440,0,0,0,189,0,63,0,0,non
3005,17/06/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA DORDOGNE VERTE,Rue François Mitterrand,24410,0,0,0,291,0,82,0,0,non
3006,29/09/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA DOUCE ARDÈCHE,300 rue du bourg,07570,DÉSAIGNES,0,0,90,0,30,0,0,non
3007,24/05/2022,CAMPING,4 étoiles,TOURISME,0,CAMPING LA DOURBIE,Route de Nant,12230,0,0,0,88,0,84,0,0,non
3008,15/05/2023,CAMPING,4 étoiles,TOURISME,0,CAMPING LA DRAILLE,la draille,24590,0,0,0,633,0,211,0,0,non
3009,20/06/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA DRANSE,114 avenue de Saint Disdille,74200,0,0,0,300,0,100,0,0,non
3010,19/07/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA DROBIE,962 ROUTE DE PRATLONG,07260,SABLIÈRES,http://ladrobie.com/,0,189,0,63,0,0,non
3011,09/07/2019,CAMPING,3 étoiles,TOURISME,0,CAMPING LA DUNE,Chemin de la Kabylie,34450,VIAS,http://www.campingladune.com,0,954,0,164,0,0,non
3012,03/05/2021,CAMPING,4 étoiles,TOURISME,0,CAMPING LA DUNE DE JADE,110 avenue du Maréchal Foch,44250,0,https://www.ladunedejade.fr/,0,370,0,196,0,0,non
3013,26/09/2023,CAMPING,5 étoiles,TOURISME,0,CAMPING LA DUNE DES SABLES,La Paracou,85100,0,0,0,750,0,250,0,0,non
3014,07/09/2023,CAMPING,4 étoiles,TOURISME,0,CAMPING LA FAGE,438 impasse de la Fage,24290,0,0,0,276,0,92,0,0,non
3015,14/11/2022,CAMPING,2 étoiles,TOURISME,0,CAMPING LA FALOISE,1 chemin de l'Ordibée,60940,ANGICOURT,https://www.caravaninglafaloise.com/,0,285,0,95,0,0,non
3016,16/05/2022,CAMPING,5 étoiles,TOURISME,0,CAMPING LA FARIGOULETTE,1029 route de Montpezat,04500,0,https://lafarigoulette.cielavillage.fr/,0,1200,0,260,0,0,non
3017,13/07/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA FAZ,4 Pont de Vaux,39270,ÉCRILLE,0,0,390,0,130,0,0,non
3018,27/07/2021,CAMPING,4 étoiles,TOURISME,0,CAMPING LA FERME,1170 route de Chaparon,74210,LATHUILE,http://www.campinglaferme.com/,0,800,0,199,0,0,non
3019,23/09/2022,CAMPING,4 étoiles,LOISIRS,0,CAMPING LA FERME 1,20 rue du bourg,17570,0,0,0,387,0,129,0,0,non
3020,23/09/2022,CAMPING,4 étoiles,TOURISME,0,CAMPING LA FERME 2,20 rue du bourg,17570,0,0,0,477,0,159,0,0,non
3021,10/05/2023,CAMPING,4 étoiles,LOISIRS,0,CAMPING LA FERME DE BOUZENCOURT,Hameau Bouzencourt,80800,LE HAMEL,0,0,660,0,220,0,0,non
3022,16/11/2021,CAMPING,3 étoiles,TOURISME,0,CAMPING LA FERME DE CASTELLANE,Quartier La Lagne,04120,CASTELLANE,0,0,192,0,48,0,0,non
3023,11/10/2022,CAMPING,2 étoiles,LOISIRS,0,CAMPING LA FERME DE CHEZ FILLEUX,0,17120,ARCES,0,0,243,0,81,0,0,non
3024,08/10/2021,CAMPING,2 étoiles,TOURISME,0,CAMPING LA FERME DE CROAS MEN,Croas Men,29610,PLOUIGNEAU,0,0,100,0,25,0,0,non
3025,16/07/2019,CAMPING,3 étoiles,LOISIRS,0,CAMPING LA FERME DE LA HÊTRAIE,13 rue de la chênaie,76110,0,http://www.campinglahetraie.com,0,333,0,111,0,0,non
3026,15/06/2022,CAMPING,5 étoiles,TOURISME,0,CAMPING LA FERME DE LA SERRAZ,Rue de la Poste,74210,DOUSSARD,https://www.lafermedelaserraz.com/,0,600,0,142,0,0,non
3027,02/05/2023,CAMPING,2 étoiles,LOISIRS,0,CAMPING LA FERME DE MAYOCQ,7 Bis Rue De Mayocq,80550,LE CROTOY,http://www.holidaysbaiedesomme.com,0,192,0,64,0,0,non
3028,11/07/2022,CAMPING,4 étoiles,TOURISME,0,CAMPING LA FERME DE PERDIGAT,Perdigat,24510,LIMEUIL,https://www.perdigat.com/,0,264,0,82,0,0,non
3029,12/10/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA FERME DE VIESCAMP,VIESCAMP VILLAGE DE PERS,15290,LE ROUGET,www.viescampers.com,0,72,0,24,0,0,non
3030,19/12/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA FERME DES 4 CHÊNES,101 chemin de paylan,64240,URT,0,0,420,0,140,0,0,non
3031,29/06/2022,CAMPING,4 étoiles,TOURISME,0,CAMPING LA FERME DES AULNES,1 rue du marais,80120,NAMPONT,0,0,369,0,123,0,0,non
3032,10/07/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA FERME DES HAUTS FRÊNES,6 voie de Puiseaux,10130,0,0,0,96,0,32,0,0,non
3033,24/10/2022,CAMPING,2 étoiles,TOURISME,0,CAMPING LA FERME DES ÉPINETTES,9 Rue des épinettes,38460,0,0,0,84,0,28,0,0,non
3034,31/05/2023,CAMPING,2 étoiles,TOURISME,0,CAMPING LA FERME DU BORD DE MER,43 route du Val de saire,50760,0,0,0,165,0,55,0,0,non
3035,03/05/2021,CAMPING,3 étoiles,TOURISME,0,CAMPING LA FERME DU LAC,646 route du lac Saint André,73800,LES MARCHES,http://www.campinglafermedulac.fr,0,300,0,100,0,0,non
3036,31/07/2023,CAMPING,2 étoiles,TOURISME,0,CAMPING LA FERME DU PLANTIER,Rue de L'oulet,65400,OUZOUS,0,0,51,0,17,0,0,non
3037,24/06/2019,CAMPING,2 étoiles,LOISIRS,0,CAMPING LA FERME DU PONT TROUE,1051 rue de la digue de Nielles,62610,BOIS EN ARDRES,0,0,300,0,117,0,0,non
3038,18/05/2022,CAMPING,2 étoiles,TOURISME,0,CAMPING LA FERME NATURISTE L'OLIVERIE,L'Oliverie,79200,SAURAIS,https://www.oliverie.com/,0,81,0,27,0,0,non
3039,10/04/2019,CAMPING,3 étoiles,TOURISME,0,CAMPING LA FERME RIOLA,5309 Route de Sclos,06390,CONTES,www.campinglafermeriola.com,0,200,0,50,0,0,non
3040,06/11/2023,CAMPING,2 étoiles,TOURISME,0,CAMPING LA FONT DE BLEIX,rue du lot,63730,0,0,0,111,0,37,0,0,non
3041,03/05/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA FONTAINE,Route de Saint Molf,44350,GUÉRANDE,0,0,440,0,110,0,0,non
3042,09/06/2023,CAMPING,2 étoiles,TOURISME,0,CAMPING LA FONTAINE,Camping Réotier,05600,RÉOTIER,0,0,240,0,80,0,0,non
3043,20/04/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA FONTAINE D'ANNIBAL,quai de Louvèze,26170,0,https://www.fontainedannibal.com/,0,254,0,54,0,0,non
3044,25/05/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA FONTAINE DES CLERCS,rue de l'Eglise,62170,0,https://campinglafontainedesclercs.ellohaweb.com/,0,237,0,79,0,0,non
3045,01/06/2022,CAMPING,2 étoiles,TOURISME,0,CAMPING LA FONTAINE DU HALLATE,8 chemin de Poul Fetan,56400,PLOUGOUMELEN,0,0,270,0,120,0,0,non
3046,02/10/2023,CAMPING,2 étoiles,TOURISME,0,CAMPING LA FONTINELLE,La fontinelle,07150,BESSAS,0,0,36,0,12,0,0,non
3047,11/08/2022,CAMPING,2 étoiles,LOISIRS,0,CAMPING LA FORET,Avenue de la palmyre,17570,LES MATHES,0,0,111,0,37,0,0,non
3048,16/06/2022,CAMPING,2 étoiles,TOURISME,0,CAMPING LA FORÊT,0,67530,BOERSCH,0,0,300,0,86,0,0,non
3049,03/11/2021,CAMPING,3 étoiles,TOURISME,0,CAMPING LA FORÊT,1 rue de la Clairière,85190,AIZENAY,0,0,152,0,84,0,0,non
3050,24/09/2021,CAMPING,3 étoiles,TOURISME,0,CAMPING LA FORÊT,1926 route de Sillé Plage,72140,0,0,0,400,0,143,0,0,non
3051,25/10/2021,CAMPING,3 étoiles,LOISIRS,0,CAMPING LA FORÊT,149 boulevard de Berck,62780,CUCQ,0,0,616,0,154,0,0,non
3052,10/08/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA FORÊT LAHITTE,route des campings,40160,0,0,0,318,0,106,0,0,non
3053,03/10/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA FRITILLAIRE,rue basse,37420,0,https://www.campinglafritillaire.com/,0,285,0,95,0,0,non
3054,02/05/2023,CAMPING,2 étoiles,LOISIRS,0,CAMPING LA FRÉGATE,465 avenue du lac,62610,ARDRES,0,0,198,0,66,0,0,non
3055,23/05/2022,CAMPING,3 étoiles,LOISIRS,0,CAMPING LA FRÉTILLE,La Basse Saligotière,85560,0,https://www.lafretille.com,0,250,0,76,0,0,non
3056,20/09/2021,CAMPING,3 étoiles,TOURISME,0,CAMPING LA FÔRET,0,24510,PEZULS,0,0,297,0,99,0,0,non
3057,08/06/2022,CAMPING,3 étoiles,TOURISME,0,CAMPING LA GABINELLE,Avenue Paul Vidal,34410,SAUVIAN,https://www.lagabinelle.com,0,788,0,185,0,0,non
3058,27/09/2021,CAMPING,4 étoiles,TOURISME,0,CAMPING LA GACHÈRE,Les Granges,85340,0,0,0,644,0,161,0,0,non
3059,07/11/2022,CAMPING,3 étoiles,LOISIRS,0,CAMPING LA GAIETÉ,1968 route de Berck,62180,0,https://www.campinglagaiete.fr,0,591,0,197,0,0,non
3060,10/06/2021,CAMPING,4 étoiles,TOURISME,0,CAMPING LA GALLOUETTE,10 bis rue de la Gallouette,50550,0,0,0,500,0,169,0,0,non
3061,15/11/2023,CAMPING,3 étoiles,TOURISME,0,CAMPING LA GANTESSE,LA GANTESSE,83640,0,0,0,144,0,48,0,0,non
